uid,fraud,ftype,risk_score,risk_cat,email_len,email_num_ratio,email_rand,disp_email,phone_score,uniq_dev,max_acc_dev,uniq_addr,max_acc_addr,uniq_pay,max_acc_pay,promo_ratio,reg2txn_min,newuser_voucher,txn_f1m,amt_f1m,avg_amt1m,promo_f1m,voucher_f1m,txn_f2m,amt_f2m,avg_amt2m,promo_f2m,voucher_f2m,txn_f3m,amt_f3m,avg_amt3m,promo_f3m,voucher_f3m,txn_f4m,amt_f4m,avg_amt4m,promo_f4m,voucher_f4m,txn_f5m,amt_f5m,avg_amt5m,promo_f5m,voucher_f5m,txn_f6m,amt_f6m,avg_amt6m,promo_f6m,voucher_f6m,max_acc_ip,login_v1h,login_v2h,login_v3h,login_v4h,login_v5h,login_v6h,login_v12h,login_v18h,login_v24h,ref_cnt,ref_ring,degree,comp_size,cluster,shared_ent,shared_device_count,shared_address_count,shared_payment_count,shared_ip_count
USR08548,True,shared_payment_abuse,15,Low,25,0.0,3.0062389286533895,False,0.2545454545454545,1,2,1,1,1,5,0.3333333333333333,1701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1457500,242916,30000,2,108,2,3,3,3,3,3,3,3,4,0,0.0,629,9979,630,668,1,0,4,663
USR08549,False,normal,15,Low,21,0.0,3.169925001442312,False,0.24545454545454543,1,2,1,1,1,1,0.6666666666666666,1128,1,2,518000,259000,20000,1,5,1335500,267100,40000,3,6,1374500,229083,79000,4,6,1374500,229083,79000,4,6,1374500,229083,79000,4,6,1374500,229083,79000,4,97,0,0,0,0,0,0,1,1,1,0,0.0,142,9979,143,143,1,0,0,142
USR08550,True,shared_payment_abuse,15,Low,25,0.0,3.238901256602631,False,0.41,1,2,1,1,1,5,0.75,1448,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,465500,116375,90000,3,88,0,0,0,0,0,0,2,4,5,0,0.0,359,9979,360,370,1,0,4,365
USR08551,True,shared_address_abuse,45,Medium,20,0.0,2.75,False,0.46363636363636357,1,2,1,5,1,1,1.0,16,2,0,0,0,0,0,0,0,0,0,0,3,1744500,581500,70000,3,5,3606000,721200,110000,5,5,3606000,721200,110000,5,5,3606000,721200,110000,5,95,0,0,0,0,0,0,2,2,3,0,0.0,260,9979,261,267,1,4,0,262
USR08552,False,normal,25,Low,27,0.0,3.028639311838575,False,0.3090909090909091,1,2,1,1,1,1,0.7142857142857143,2070,3,0,0,0,0,0,1,93000,93000,20000,1,5,1754500,350900,70000,4,6,1974000,329000,70000,4,7,3011500,430214,120000,5,7,3011500,430214,120000,5,106,0,0,0,0,0,0,1,2,2,0,0.0,177,9979,178,180,1,0,0,179
USR08553,False,normal,15,Low,23,0.45454545454545453,2.8453509366224368,True,0.37272727272727274,2,2,1,1,1,1,0.4,1150,1,4,7086000,1771500,40000,2,6,9381500,1563583,40000,2,8,9899500,1237437,40000,2,10,10106000,1010600,110000,4,10,10106000,1010600,110000,4,10,10106000,1010600,110000,4,103,0,0,0,0,0,0,1,2,2,0,0.0,233,9979,234,233,2,0,0,231
USR08554,True,voucher_farming,55,Medium,18,0.25,2.75,False,0.37272727272727274,1,2,1,1,1,1,0.8571428571428571,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,112500,56250,77000,2,7,2249000,321285,277000,6,82,0,0,0,0,0,0,0,0,8,0,0.0,214,9979,215,219,1,0,0,218
USR08555,True,shared_address_abuse,45,Medium,27,0.0,2.7395722619867224,False,0.27999999999999997,1,2,1,5,1,1,1.0,21,1,0,0,0,0,0,2,1787500,893750,60000,2,2,1787500,893750,60000,2,2,1787500,893750,60000,2,2,1787500,893750,60000,2,2,1787500,893750,60000,2,49,0,0,0,0,1,1,1,3,3,0,0.0,551,9979,552,570,1,4,0,565
USR08556,False,normal,15,Low,20,0.0,2.9219280948873623,False,0.3090909090909091,2,2,1,1,1,1,0.5,75,1,0,0,0,0,0,0,0,0,0,0,1,178500,178500,20000,1,3,1329000,443000,20000,1,4,2446000,611500,70000,2,4,2446000,611500,70000,2,101,0,0,0,0,0,0,1,2,2,0,0.0,177,9979,178,180,2,0,0,178
USR08557,False,normal,30,Low,23,0.0,3.334679141051595,False,0.2818181818181818,2,2,1,1,1,1,0.2857142857142857,6,1,2,965500,482750,10000,1,4,1612500,403125,10000,1,6,4531000,755166,30000,2,7,5823500,831928,30000,2,7,5823500,831928,30000,2,7,5823500,831928,30000,2,105,0,0,0,0,0,0,1,1,1,0,0.0,80,9979,81,80,2,0,0,78
USR08558,True,voucher_farming,25,Low,20,0.25,2.75,False,0.46363636363636357,1,2,1,1,1,1,0.7,222,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,157000,157000,50000,1,10,7894500,789450,350000,7,90,0,0,0,0,0,0,2,2,3,0,0.0,349,9979,350,361,1,0,0,360
USR08559,False,normal,15,Low,27,0.0,3.2402239289418517,False,0.34545454545454546,2,2,1,1,1,1,0.6666666666666666,1571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4903500,1634500,40000,2,3,4903500,1634500,40000,2,3,4903500,1634500,40000,2,88,0,0,0,0,0,0,1,2,2,0,0.0,116,9979,117,118,2,0,0,116
USR08560,False,normal,15,Low,18,0.3333333333333333,2.584962500721156,False,0.2818181818181818,1,2,1,1,1,1,0.25,848,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,255000,255000,0,0,3,1527000,509000,10000,1,4,2716500,679125,10000,1,91,0,0,0,0,0,0,1,1,2,0,0.0,440,9979,441,448,1,0,0,447
USR08561,True,shared_address_abuse,15,Low,27,0.0,3.3735572622751846,False,0.1909090909090909,1,2,1,5,1,1,0.5,364,1,4,5945000,1486250,57500,2,4,5945000,1486250,57500,2,4,5945000,1486250,57500,2,4,5945000,1486250,57500,2,4,5945000,1486250,57500,2,4,5945000,1486250,57500,2,93,0,0,0,0,0,0,1,2,3,0,0.0,275,9979,276,283,1,4,0,278
USR08562,False,normal,15,Low,17,0.2857142857142857,2.807354922057604,False,0.21818181818181817,2,2,1,1,1,1,0.4,1792,1,4,3549000,887250,10000,1,5,3590000,718000,51000,2,5,3590000,718000,51000,2,5,3590000,718000,51000,2,5,3590000,718000,51000,2,5,3590000,718000,51000,2,108,4,4,4,4,4,4,4,4,4,0,0.0,226,9979,227,229,2,0,0,227
USR08563,False,normal,30,Low,19,0.2857142857142857,2.807354922057604,False,0.1909090909090909,1,2,1,1,1,1,0.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15500,15500,0,0,1,15500,15500,0,0,1,15500,15500,0,0,93,0,0,0,0,0,0,1,1,2,0,0.0,78,9979,79,79,1,0,0,78
USR08564,False,normal,30,Low,27,0.0,3.1068905956085184,False,0.21818181818181817,1,3,1,1,1,1,0.6666666666666666,1318,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2296500,765500,30000,2,104,0,0,0,0,0,0,1,1,1,1,0.0,48,9979,49,48,2,0,0,46
USR08565,False,normal,15,Low,26,0.0,3.521640636343319,False,0.2818181818181818,1,2,1,1,1,1,0.75,1804,2,4,2511000,627750,60000,3,4,2511000,627750,60000,3,4,2511000,627750,60000,3,4,2511000,627750,60000,3,4,2511000,627750,60000,3,4,2511000,627750,60000,3,83,2,2,2,2,2,2,2,2,2,0,0.0,128,9979,129,128,1,0,0,127
USR08566,False,normal,15,Low,22,0.0,3.121928094887362,False,0.2545454545454545,2,2,1,1,1,1,0.2,52,1,5,8546000,1709200,10000,1,5,8546000,1709200,10000,1,5,8546000,1709200,10000,1,5,8546000,1709200,10000,1,5,8546000,1709200,10000,1,5,8546000,1709200,10000,1,92,1,1,1,1,1,1,1,1,1,0,0.0,81,9979,82,81,2,0,0,79
USR08567,False,normal,15,Low,20,0.0,3.121928094887362,False,0.3090909090909091,2,2,1,1,1,1,0.0,1433,0,0,0,0,0,0,1,531500,531500,0,0,2,1070500,535250,0,0,2,1070500,535250,0,0,2,1070500,535250,0,0,2,1070500,535250,0,0,110,0,0,0,0,0,0,1,1,2,0,0.0,184,9979,185,187,2,0,0,185
USR08568,False,normal,30,Low,23,0.625,2.75,True,0.2727272727272727,1,2,1,1,1,1,1.0,1397,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,235500,235500,50000,1,90,0,0,0,0,0,0,0,1,1,1,0.0,63,9979,64,64,1,0,0,63
USR08569,False,normal,15,Low,19,0.2222222222222222,2.4193819456463714,False,0.3181818181818182,1,2,1,1,1,1,0.18181818181818182,1059,1,11,7205500,655045,30000,2,11,7205500,655045,30000,2,11,7205500,655045,30000,2,11,7205500,655045,30000,2,11,7205500,655045,30000,2,11,7205500,655045,30000,2,103,6,6,6,6,6,6,6,6,6,0,0.0,165,9979,166,169,1,0,0,168
USR08570,True,shared_address_abuse,40,Medium,20,0.0,2.5219280948873624,False,0.2818181818181818,1,2,1,5,1,1,0.6666666666666666,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1162500,387500,80000,3,6,4587000,764500,100000,4,98,0,1,1,2,2,2,3,3,3,0,0.0,504,9979,505,529,1,4,0,524
USR08571,False,normal,15,Low,23,0.0,2.5073801024236357,False,0.3181818181818182,1,2,1,1,1,1,0.42857142857142855,1653,0,0,0,0,0,0,0,0,0,0,0,2,1133000,566500,30000,2,5,3493000,698600,40000,3,7,4733500,676214,40000,3,7,4733500,676214,40000,3,98,0,0,0,0,0,0,1,1,1,0,0.0,315,9979,316,325,1,0,0,324
USR08572,False,normal,15,Low,23,0.0,2.3158243335257076,False,0.37272727272727274,2,2,1,1,1,1,0.8,719,2,10,10550000,1055000,140000,8,10,10550000,1055000,140000,8,10,10550000,1055000,140000,8,10,10550000,1055000,140000,8,10,10550000,1055000,140000,8,10,10550000,1055000,140000,8,108,7,7,7,7,7,7,7,7,7,0,0.0,117,9979,118,118,2,0,0,116
USR08573,False,normal,40,Medium,19,0.2857142857142857,2.5216406363433186,False,0.2818181818181818,1,2,1,1,1,1,0.5555555555555556,7,3,2,1393500,696750,10000,1,4,2004000,501000,30000,2,7,2677500,382500,70000,4,9,3038500,337611,120000,5,9,3038500,337611,120000,5,9,3038500,337611,120000,5,96,0,0,0,0,0,0,2,2,2,0,0.0,88,9979,89,89,1,0,0,88
USR08574,False,normal,15,Low,22,0.2,3.121928094887362,False,0.21818181818181817,2,2,1,1,1,1,0.7142857142857143,466,1,0,0,0,0,0,3,1114500,371500,50000,3,5,1352000,270400,60000,4,7,2760000,394285,110000,5,7,2760000,394285,110000,5,7,2760000,394285,110000,5,103,0,0,0,0,0,0,1,1,1,0,0.0,161,9979,162,162,2,0,0,160
USR08575,False,normal,40,Medium,25,0.0,3.506890595608518,False,0.21818181818181817,1,2,1,1,1,1,1.0,1584,3,4,1308000,327000,110000,4,4,1308000,327000,110000,4,4,1308000,327000,110000,4,4,1308000,327000,110000,4,4,1308000,327000,110000,4,4,1308000,327000,110000,4,107,10,10,10,10,10,10,10,10,10,0,0.0,143,9979,144,145,1,0,0,144
USR08576,True,referral_abuse,30,Low,20,0.0,2.721928094887362,False,0.2545454545454545,1,2,1,1,1,1,0.75,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,807500,201875,30000,3,4,807500,201875,30000,3,89,0,0,0,0,0,0,0,0,12,3,0.0,312,9979,313,319,1,0,0,318
USR08577,True,referral_abuse,30,Low,24,0.0,2.5495234595978316,False,0.3181818181818182,1,2,1,1,1,1,0.8,18,1,0,0,0,0,0,2,265500,132750,70000,2,5,3959000,791800,90000,4,5,3959000,791800,90000,4,5,3959000,791800,90000,4,5,3959000,791800,90000,4,86,6,6,6,6,6,6,6,6,12,0,0.0,460,9979,461,487,1,0,0,486
USR08578,False,normal,30,Low,17,0.2857142857142857,2.807354922057604,False,0.38,1,2,1,1,1,1,0.4444444444444444,1,2,8,13710000,1713750,50000,4,9,13894500,1543833,50000,4,9,13894500,1543833,50000,4,9,13894500,1543833,50000,4,9,13894500,1543833,50000,4,9,13894500,1543833,50000,4,103,3,3,3,3,3,3,3,3,3,0,0.0,78,9979,79,80,1,0,0,79
USR08579,False,normal,30,Low,21,0.0,2.663532754804255,False,0.43636363636363634,1,2,1,1,1,1,0.0,17,0,0,0,0,0,0,1,750000,750000,0,0,1,750000,750000,0,0,1,750000,750000,0,0,1,750000,750000,0,0,1,750000,750000,0,0,100,0,0,0,0,0,0,1,2,2,0,0.0,195,9979,196,199,1,0,0,198
USR08580,True,voucher_farming,25,Low,28,0.26666666666666666,3.1068905956085193,True,0.37272727272727274,1,2,1,1,1,1,0.625,614,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,370000,185000,10000,1,8,4727000,590875,210000,5,82,0,0,0,0,0,0,0,1,1,0,0.0,1,9979,2,1,1,0,0,0
USR08581,False,normal,15,Low,29,0.0,3.4992275471326932,False,0.34545454545454546,1,2,1,1,1,1,0.3333333333333333,977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2738000,1369000,10000,1,3,2989500,996500,10000,1,3,2989500,996500,10000,1,104,0,0,0,0,0,0,1,1,1,0,0.0,140,9979,141,144,1,0,0,143
USR08582,False,normal,30,Low,24,0.0,2.7516291673878226,False,0.3090909090909091,1,2,1,1,1,1,0.0,5,0,0,0,0,0,0,0,0,0,0,0,1,278000,278000,0,0,1,278000,278000,0,0,1,278000,278000,0,0,1,278000,278000,0,0,97,0,0,0,0,0,1,1,1,1,0,0.0,341,9979,342,348,1,0,0,347
USR08583,False,normal,15,Low,17,0.2857142857142857,2.807354922057604,False,0.37272727272727274,1,2,1,1,1,1,0.3333333333333333,893,2,6,3969000,661500,50000,3,10,6845500,684550,60000,4,12,8196500,683041,60000,4,12,8196500,683041,60000,4,12,8196500,683041,60000,4,12,8196500,683041,60000,4,103,0,0,0,0,0,0,0,1,1,0,0.0,112,9979,113,112,1,0,0,111
USR08584,True,shared_address_abuse,30,Low,23,0.0,3.238901256602631,False,0.2818181818181818,1,2,1,5,1,1,1.0,231,1,0,0,0,0,0,1,53000,53000,50000,1,1,53000,53000,50000,1,1,53000,53000,50000,1,1,53000,53000,50000,1,1,53000,53000,50000,1,101,0,0,0,0,0,0,2,2,4,0,0.0,265,9979,266,268,1,4,0,263
USR08585,False,normal,15,Low,18,0.25,2.75,False,0.3181818181818182,2,2,1,1,1,1,0.5714285714285714,295,0,3,1882500,627500,40000,2,5,2835000,567000,80000,4,7,5744500,820642,80000,4,7,5744500,820642,80000,4,7,5744500,820642,80000,4,7,5744500,820642,80000,4,103,0,0,0,0,0,0,1,1,1,0,0.0,146,9979,147,148,2,0,0,146
USR08586,True,voucher_farming,40,Medium,19,0.5555555555555556,2.94770277922009,False,0.2818181818181818,1,2,1,1,1,1,0.75,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1133000,283250,150000,3,4,1133000,283250,150000,3,4,1133000,283250,150000,3,51,0,0,0,0,0,1,5,5,5,0,0.0,117,9979,118,119,1,0,0,118
USR08587,True,shared_address_abuse,30,Low,22,0.0,3.2516291673878226,False,0.37272727272727274,1,2,1,5,1,1,0.5,1,1,0,0,0,0,0,6,1671500,278583,70000,3,6,1671500,278583,70000,3,6,1671500,278583,70000,3,6,1671500,278583,70000,3,6,1671500,278583,70000,3,84,0,0,0,0,0,1,2,2,3,0,0.0,496,9979,497,512,1,4,0,507
USR08588,False,normal,15,Low,22,0.0,3.0220552088742,False,0.34545454545454546,1,2,1,1,1,1,0.36363636363636365,2080,2,0,0,0,0,0,3,436000,145333,0,0,5,2832000,566400,10000,1,9,6224500,691611,30000,2,11,9671000,879181,90000,4,11,9671000,879181,90000,4,101,0,0,0,0,0,0,1,1,1,0,0.0,111,9979,112,112,1,0,0,111
USR08589,True,shared_device_abuse,30,Low,22,0.0,2.8553885422075336,False,0.21818181818181817,1,3,1,1,1,1,0.5,636,1,0,0,0,0,0,4,4735500,1183875,70000,2,4,4735500,1183875,70000,2,4,4735500,1183875,70000,2,4,4735500,1183875,70000,2,4,4735500,1183875,70000,2,52,0,0,0,0,0,0,2,3,3,0,0.0,131,9979,132,132,2,0,0,130
USR08590,False,normal,15,Low,19,0.5555555555555556,2.94770277922009,False,0.37,1,2,1,1,1,1,0.6923076923076923,1727,2,8,8567500,1070937,80000,5,11,9448000,858909,100000,7,13,10637500,818269,160000,9,13,10637500,818269,160000,9,13,10637500,818269,160000,9,13,10637500,818269,160000,9,94,0,0,0,0,0,0,1,1,1,0,0.0,157,9979,158,158,1,0,0,157
USR08591,True,referral_abuse,15,Low,19,0.2222222222222222,2.6416041678685933,False,0.3090909090909091,1,2,1,1,1,1,0.5,1755,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60000,60000,50000,1,2,3180500,1590250,50000,1,2,3180500,1590250,50000,1,53,0,0,0,0,0,0,1,1,3,3,0.0,247,9979,248,254,1,0,0,253
USR08592,True,referral_abuse,15,Low,18,0.0,2.1556390622295662,False,0.21000000000000002,1,2,1,1,1,1,0.5,2309,0,0,0,0,0,0,0,0,0,0,0,2,764500,382250,20000,1,2,764500,382250,20000,1,2,764500,382250,20000,1,2,764500,382250,20000,1,49,0,0,0,0,0,0,1,1,1,0,0.0,124,9979,125,127,1,0,0,126
USR08593,True,shared_payment_abuse,15,Low,26,0.0,3.25,False,0.34545454545454546,1,2,1,1,1,5,0.4,1981,0,5,2375000,475000,20000,2,5,2375000,475000,20000,2,5,2375000,475000,20000,2,5,2375000,475000,20000,2,5,2375000,475000,20000,2,5,2375000,475000,20000,2,105,5,5,5,5,5,5,5,5,5,0,0.0,564,9979,565,590,1,0,4,585
USR08594,False,normal,30,Low,19,0.0,3.169925001442312,False,0.4727272727272727,2,2,1,1,1,1,0.8333333333333334,2116,1,0,0,0,0,0,0,0,0,0,0,1,474500,474500,10000,1,1,474500,474500,10000,1,5,2780000,556000,50000,4,6,3770500,628416,100000,5,92,0,0,0,0,0,0,0,0,2,1,0.0,129,9979,130,131,2,0,0,129
USR08595,True,shared_address_abuse,15,Low,25,0.0,3.3232314287976203,False,0.3818181818181818,1,2,1,5,1,1,0.6,453,1,0,0,0,0,0,5,3660500,732100,50000,3,5,3660500,732100,50000,3,5,3660500,732100,50000,3,5,3660500,732100,50000,3,5,3660500,732100,50000,3,43,0,0,0,0,0,0,0,7,7,0,0.0,234,9979,235,237,1,4,0,232
USR08596,False,normal,15,Low,18,0.25,2.75,False,0.3090909090909091,1,2,1,1,1,1,0.5714285714285714,790,2,7,9327500,1332500,100000,4,7,9327500,1332500,100000,4,7,9327500,1332500,100000,4,7,9327500,1332500,100000,4,7,9327500,1332500,100000,4,7,9327500,1332500,100000,4,92,4,4,4,4,4,4,4,4,4,0,0.0,128,9979,129,129,1,0,0,128
USR08597,True,referral_abuse,30,Low,21,0.0,3.0957952550009344,False,0.12727272727272723,1,2,1,1,1,1,0.6666666666666666,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,191500,63833,70000,2,109,0,0,0,0,0,0,0,0,9,3,6.0,175,9979,176,178,1,0,0,177
USR08598,False,normal,30,Low,23,0.45454545454545453,3.0957952550009344,True,0.37272727272727274,1,3,1,1,1,1,0.75,2627,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2577500,859166,20000,2,4,3557000,889250,70000,3,105,0,0,0,0,0,0,0,1,1,1,0.0,44,9979,45,44,2,0,0,42
USR08599,False,normal,30,Low,22,0.0,3.084962500721156,False,0.37272727272727274,2,2,1,1,1,1,0.6428571428571429,1,2,3,1802500,600833,40000,3,5,3915500,783100,50000,4,11,10902500,991136,90000,7,13,12283500,944884,110000,8,14,13316500,951178,160000,9,14,13316500,951178,160000,9,95,0,0,0,0,0,0,1,1,1,0,0.0,86,9979,87,87,2,0,0,85
USR08600,True,shared_address_abuse,55,Medium,26,0.0,2.8073549220576046,False,0.1909090909090909,1,2,1,5,1,1,0.7142857142857143,629,1,7,3737000,533857,120000,5,7,3737000,533857,120000,5,7,3737000,533857,120000,5,7,3737000,533857,120000,5,7,3737000,533857,120000,5,7,3737000,533857,120000,5,107,13,13,13,13,13,13,13,13,13,0,0.0,339,9979,340,348,1,4,0,343
USR08601,True,shared_payment_abuse,45,Medium,20,0.0,2.75,False,0.37272727272727274,1,2,1,1,1,5,1.0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2596000,865333,80000,3,3,2596000,865333,80000,3,3,2596000,865333,80000,3,103,0,0,0,0,0,0,1,3,3,0,0.0,290,9979,291,296,1,0,4,291
USR08602,False,normal,40,Medium,21,0.0,2.7321588913645702,False,0.2545454545454545,1,2,1,1,1,1,0.8181818181818182,996,4,0,0,0,0,0,2,3861000,1930500,40000,2,7,14138500,2019785,90000,5,10,15224500,1522450,130000,8,11,16128000,1466181,180000,9,11,16128000,1466181,180000,9,100,0,0,0,0,0,0,1,1,1,0,0.0,304,9979,305,310,1,0,0,309
USR08603,True,shared_payment_abuse,30,Low,20,0.0,2.721928094887362,False,0.34545454545454546,1,2,1,1,1,5,0.5,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,705000,235000,69000,2,6,2973000,495500,89000,3,87,1,1,1,1,1,1,1,2,4,0,0.0,425,9979,426,439,1,0,4,434
USR08604,False,normal,15,Low,25,0.0,3.106890595608519,False,0.2818181818181818,1,2,1,1,1,1,0.5,1502,1,5,1038500,207700,40000,2,6,1094500,182416,90000,3,6,1094500,182416,90000,3,6,1094500,182416,90000,3,6,1094500,182416,90000,3,6,1094500,182416,90000,3,101,4,4,4,4,4,4,4,4,4,0,0.0,181,9979,182,183,1,0,0,182
USR08605,False,normal,15,Low,24,0.5555555555555556,2.725480556997868,True,0.21818181818181817,2,2,1,1,1,1,0.6666666666666666,1273,1,0,0,0,0,0,0,0,0,0,0,2,949500,474750,20000,1,6,5661500,943583,100000,4,6,5661500,943583,100000,4,6,5661500,943583,100000,4,97,0,0,0,0,0,1,2,2,2,0,0.0,181,9979,182,186,2,0,0,184
USR08606,False,normal,15,Low,20,0.0,2.9219280948873623,False,0.24545454545454543,1,2,1,1,1,1,0.5,2244,2,15,7832000,522133,100000,7,16,8332500,520781,150000,8,16,8332500,520781,150000,8,16,8332500,520781,150000,8,16,8332500,520781,150000,8,16,8332500,520781,150000,8,89,0,0,0,0,0,0,1,1,1,0,0.0,48,9979,49,48,1,0,0,47
USR08607,False,normal,15,Low,20,0.0,2.921928094887362,False,0.37272727272727274,1,2,1,1,1,1,0.75,832,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22000,22000,20000,1,2,3902500,1951250,30000,2,4,5056500,1264125,40000,3,97,0,0,0,0,0,0,1,1,2,1,0.0,231,9979,232,237,1,0,0,236
USR08608,False,normal,30,Low,28,0.0,3.25,False,0.5272727272727272,1,2,1,1,1,1,1.0,2366,1,0,0,0,0,0,0,0,0,0,0,2,931000,465500,30000,2,3,1308000,436000,80000,3,3,1308000,436000,80000,3,3,1308000,436000,80000,3,100,0,0,0,0,0,0,1,1,1,0,0.0,176,9979,177,178,1,0,0,177
USR08609,False,normal,15,Low,25,0.0,3.180832987205441,False,0.43636363636363634,2,2,1,1,1,1,0.5555555555555556,1833,1,5,4605500,921100,20000,2,8,9899000,1237375,50000,4,9,11143500,1238166,100000,5,9,11143500,1238166,100000,5,9,11143500,1238166,100000,5,9,11143500,1238166,100000,5,109,0,0,0,0,0,0,1,1,1,0,0.0,76,9979,77,76,2,0,0,74
USR08610,True,shared_device_abuse,30,Low,19,0.0,2.94770277922009,False,0.39999999999999997,1,3,1,1,1,1,0.5714285714285714,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,466500,233250,20000,1,7,1577000,225285,60000,4,44,0,0,6,6,6,6,6,6,6,0,0.0,143,9979,144,144,2,0,0,142
USR08611,False,normal,15,Low,18,0.25,2.4056390622295662,False,0.12727272727272723,2,2,1,1,1,1,0.3125,2160,0,1,943000,943000,0,0,2,1665000,832500,0,0,7,9876000,1410857,40000,2,14,13050500,932178,70000,4,16,13650500,853156,80000,5,16,13650500,853156,80000,5,95,0,0,0,0,0,0,1,1,2,0,0.0,255,9979,256,257,2,0,0,255
USR08612,False,normal,15,Low,21,0.0,3.027169118440619,False,0.2818181818181818,1,2,1,1,1,1,0.375,2057,0,0,0,0,0,0,0,0,0,0,0,1,203000,203000,20000,1,4,2525000,631250,20000,1,7,8865500,1266500,40000,3,8,12138000,1517250,40000,3,97,0,0,0,0,0,0,1,1,2,1,0.0,158,9979,159,159,1,0,0,158
USR08613,False,normal,15,Low,23,0.0,2.873140679513133,False,0.3090909090909091,1,2,1,1,1,1,0.8,2617,1,0,0,0,0,0,0,0,0,0,0,3,903500,301166,20000,2,5,1298500,259700,80000,4,5,1298500,259700,80000,4,5,1298500,259700,80000,4,98,0,0,0,0,0,0,1,1,1,0,0.0,159,9979,160,161,1,0,0,160
USR08614,False,normal,30,Low,22,0.0,3.0220552088742,False,0.43999999999999995,1,2,1,1,1,1,1.0,670,2,0,0,0,0,0,3,4196500,1398833,70000,3,3,4196500,1398833,70000,3,3,4196500,1398833,70000,3,3,4196500,1398833,70000,3,3,4196500,1398833,70000,3,104,2,2,2,2,2,2,2,2,2,0,0.0,269,9979,270,276,1,0,0,275
USR08615,False,normal,15,Low,20,0.0,3.121928094887362,False,0.30000000000000004,2,2,1,1,1,1,0.6,816,0,2,946500,473250,10000,1,5,7073500,1414700,30000,2,10,9318500,931850,90000,6,13,9709000,746846,130000,8,15,13862000,924133,140000,9,15,13862000,924133,140000,9,100,0,0,0,0,0,1,2,2,2,0,0.0,165,9979,166,166,2,0,0,164
USR08616,False,normal,15,Low,20,0.0,2.7219280948873625,False,0.34545454545454546,1,2,1,1,1,1,0.18181818181818182,362,1,9,11187500,1243055,10000,1,11,11984000,1089454,60000,2,11,11984000,1089454,60000,2,11,11984000,1089454,60000,2,11,11984000,1089454,60000,2,11,11984000,1089454,60000,2,103,0,0,0,0,0,1,2,2,2,0,0.0,82,9979,83,82,1,0,0,81
USR08617,True,shared_payment_abuse,30,Low,25,0.0,3.1068905956085184,False,0.2818181818181818,1,2,1,1,1,5,0.6666666666666666,1,1,0,0,0,0,0,0,0,0,0,0,1,260000,260000,0,0,6,1482000,247000,90000,4,6,1482000,247000,90000,4,6,1482000,247000,90000,4,100,0,1,1,1,1,1,1,1,3,0,0.0,284,9979,285,292,1,0,4,287
USR08618,False,normal,15,Low,21,0.0,2.845350936622437,False,0.2545454545454545,1,2,1,1,1,1,0.5,1502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3389500,1129833,20000,2,4,4030500,1007625,20000,2,86,0,0,0,0,0,0,1,1,2,1,0.0,89,9979,90,90,1,0,0,89
USR08619,False,normal,15,Low,16,0.3333333333333333,1.9182958340544893,False,0.2545454545454545,1,2,1,1,1,1,0.6428571428571429,30,2,0,0,0,0,0,3,1240500,413500,10000,1,4,2779500,694875,20000,2,9,4905000,545000,90000,6,13,7670500,590038,130000,8,14,8681000,620071,180000,9,98,0,0,0,0,0,0,1,1,1,1,0.0,29,9979,30,29,1,0,0,28
